,Culmen Length (mm),Culmen Depth (mm),Flipper Length (mm),Body Mass (g),Biscoe,Dream,Torgersen
117,0.18909090909090895,0.8809523809523809,0.4576271186440678,0.2986111111111111,0,0,1
118,0.13090909090909095,0.4642857142857143,0.288135593220339,0.18055555555555555,0,0,1
119,0.32727272727272727,0.654761904761905,0.288135593220339,0.1736111111111111,0,0,1
120,0.14909090909090914,0.488095238095238,0.2542372881355932,0.125,0,0,1
121,0.2036363636363637,0.7976190476190477,0.4406779661016949,0.2222222222222222,0,0,1
122,0.2945454545454546,0.4642857142857143,0.06779661016949153,0.20833333333333334,0,0,1
123,0.3381818181818181,0.6428571428571429,0.5084745762711864,0.3263888888888889,0,0,1
124,0.11272727272727277,0.3333333333333334,0.23728813559322035,0.09722222222222222,0,0,1
125,0.3090909090909091,0.7023809523809524,0.4576271186440678,0.3611111111111111,0,0,1
126,0.24363636363636348,0.5357142857142859,0.3220338983050847,0.1597222222222222,0,0,1
127,0.34181818181818174,0.6190476190476192,0.3898305084745763,0.4444444444444444,0,0,1
128,0.25090909090909086,0.4761904761904764,0.3220338983050847,0.09722222222222222,0,0,1
129,0.43636363636363634,0.5833333333333334,0.6440677966101694,0.3611111111111111,0,0,1
130,0.23272727272727267,0.5714285714285713,0.3050847457627119,0.1736111111111111,0,0,1
131,0.4,0.7261904761904762,0.423728813559322,0.2222222222222222,0,0,1
132,0.17090909090909076,0.6428571428571429,0.3559322033898305,0.2222222222222222,0,1,0
133,0.19636363636363632,0.6428571428571429,0.4576271186440678,0.4930555555555556,0,1,0
134,0.21818181818181817,0.5357142857142859,0.2542372881355932,0.2013888888888889,0,1,0
135,0.32727272727272727,0.5238095238095238,0.3050847457627119,0.3333333333333333,0,1,0
136,0.12727272727272726,0.5238095238095238,0.3220338983050847,0.13194444444444445,0,1,0
137,0.2945454545454546,0.8333333333333335,0.4745762711864407,0.3541666666666667,0,1,0
138,0.17818181818181814,0.40476190476190477,0.22033898305084745,0.19444444444444445,0,1,0
139,0.2763636363636364,0.5714285714285713,0.3559322033898305,0.4305555555555556,0,1,0
140,0.2945454545454546,0.4761904761904764,0.3559322033898305,0.19444444444444445,0,1,0
141,0.3090909090909091,0.488095238095238,0.2542372881355932,0.2152777777777778,0,1,0
142,0.0,0.28571428571428575,0.2711864406779661,0.09722222222222222,0,1,0
143,0.3127272727272728,0.4642857142857143,0.3050847457627119,0.2847222222222222,0,1,0
144,0.18909090909090895,0.4404761904761906,0.3389830508474576,0.08333333333333333,0,1,0
145,0.25090909090909086,0.6666666666666666,0.22033898305084745,0.2638888888888889,0,1,0
146,0.25818181818181823,0.654761904761905,0.3050847457627119,0.4305555555555556,0,1,0
147,0.16363636363636364,0.6309523809523808,0.2033898305084746,0.2152777777777778,0,1,0
148,0.14181818181818176,0.5595238095238096,0.3898305084745763,0.20833333333333334,0,1,0
149,0.2072727272727271,0.5952380952380955,0.3559322033898305,0.2916666666666667,0,1,0
150,0.14181818181818176,0.4761904761904764,0.2542372881355932,0.2777777777777778,0,1,0
151,0.34181818181818174,0.6428571428571429,0.4915254237288136,0.3611111111111111,0,1,0
152,0.5236363636363636,0.5714285714285713,0.3389830508474576,0.2222222222222222,0,1,0
153,0.6509090909090909,0.7619047619047619,0.4067796610169492,0.3333333333333333,0,1,0
154,0.698181818181818,0.7261904761904762,0.3559322033898305,0.2638888888888889,0,1,0
155,0.48363636363636353,0.6666666666666666,0.2711864406779661,0.22916666666666666,0,1,0
156,0.7490909090909091,0.7976190476190477,0.423728813559322,0.2847222222222222,0,1,0
157,0.47636363636363643,0.5595238095238096,0.4406779661016949,0.3472222222222222,0,1,0
158,0.509090909090909,0.6071428571428571,0.1016949152542373,0.1527777777777778,0,1,0
159,0.698181818181818,0.6071428571428571,0.423728813559322,0.2916666666666667,0,1,0
160,0.5054545454545454,0.6904761904761904,0.3898305084745763,0.4027777777777778,0,1,0
161,0.698181818181818,0.8095238095238093,0.4406779661016949,0.2777777777777778,0,1,0
162,0.5272727272727272,0.5595238095238096,0.3559322033898305,0.3055555555555556,0,1,0
163,0.7127272727272728,0.8571428571428572,0.3728813559322034,0.2986111111111111,0,1,0
164,0.5418181818181818,0.5000000000000001,0.22033898305084745,0.2777777777777778,0,1,0
165,0.7236363636363636,0.5952380952380955,0.4915254237288136,0.375,0,1,0
166,0.5018181818181817,0.4761904761904764,0.3050847457627119,0.24305555555555555,0,1,0
167,0.6690909090909091,0.773809523809524,0.4915254237288136,0.375,0,1,0
168,0.6618181818181816,0.8214285714285714,0.423728813559322,0.16666666666666666,0,1,0
169,0.9418181818181818,0.5595238095238096,0.15254237288135594,0.2777777777777778,0,1,0
170,0.5199999999999999,0.654761904761905,0.3050847457627119,0.20833333333333334,0,1,0
171,0.6218181818181818,0.6071428571428571,0.3898305084745763,0.4722222222222222,0,1,0
172,0.37454545454545446,0.5000000000000001,0.15254237288135594,0.25,0,1,0
173,0.5963636363636363,0.5238095238095238,0.3220338983050847,0.19444444444444445,0,1,0
174,0.4036363636363637,0.41666666666666685,0.2542372881355932,0.05555555555555555,0,1,0
175,0.6727272727272727,0.7499999999999999,0.3559322033898305,0.3055555555555556,0,1,0
176,0.530909090909091,0.5714285714285713,0.3898305084745763,0.16666666666666666,0,1,0
177,0.7236363636363636,0.7023809523809524,0.423728813559322,0.4027777777777778,0,1,0
178,0.6690909090909091,0.6309523809523808,0.4745762711864407,0.19444444444444445,0,1,0
179,0.6327272727272727,0.7023809523809524,0.4745762711864407,0.3055555555555556,0,1,0
180,0.5199999999999999,0.5595238095238096,0.3220338983050847,0.2777777777777778,0,1,0
181,0.7527272727272726,0.8214285714285714,0.559322033898305,0.5138888888888888,0,1,0
182,0.3199999999999999,0.41666666666666685,0.2542372881355932,0.1388888888888889,0,1,0
183,0.8036363636363637,0.9166666666666667,0.4915254237288136,0.4444444444444444,0,1,0
184,0.3781818181818181,0.4285714285714285,0.2542372881355932,0.18055555555555555,0,1,0
185,0.6872727272727273,0.6785714285714287,0.5254237288135594,0.3888888888888889,0,1,0
186,0.64,0.654761904761905,0.3898305084745763,0.25,0,1,0
187,0.5599999999999999,0.4404761904761906,0.4576271186440678,0.3333333333333333,0,1,0
188,0.5636363636363636,0.6190476190476192,0.3898305084745763,0.3194444444444444,0,1,0
189,0.7236363636363636,0.9047619047619047,0.6440677966101694,0.5833333333333334,0,1,0
190,0.5381818181818181,0.41666666666666685,0.3389830508474576,0.0,0,1,0
191,0.7781818181818181,0.8095238095238093,0.559322033898305,0.5,0,1,0
192,0.6145454545454545,0.7619047619047619,0.6440677966101694,0.3472222222222222,0,1,0
193,0.5127272727272728,0.5238095238095238,0.2542372881355932,0.2638888888888889,0,1,0
194,0.6836363636363635,0.7142857142857144,0.4067796610169492,0.2361111111111111,0,1,0
195,0.48727272727272725,0.4642857142857143,0.4067796610169492,0.2222222222222222,0,1,0
196,0.6836363636363635,0.5714285714285713,0.4067796610169492,0.2708333333333333,0,1,0
197,0.6799999999999998,0.6428571428571429,0.4915254237288136,0.4861111111111111,0,1,0
198,0.6545454545454545,0.5714285714285713,0.3050847457627119,0.19444444444444445,0,1,0
199,0.6145454545454545,0.773809523809524,0.6779661016949152,0.4444444444444444,0,1,0
200,0.7054545454545454,0.6666666666666666,0.2542372881355932,0.1527777777777778,0,1,0
201,0.6436363636363635,0.5000000000000001,0.4406779661016949,0.2708333333333333,0,1,0
202,0.5818181818181818,0.39285714285714274,0.4576271186440678,0.1736111111111111,0,1,0
203,0.7018181818181817,0.7023809523809524,0.4915254237288136,0.3472222222222222,0,1,0
204,0.4945454545454546,0.5000000000000001,0.3559322033898305,0.25,0,1,0
205,0.6763636363636364,0.7857142857142856,0.5254237288135594,0.375,0,1,0
206,0.3781818181818181,0.5000000000000001,0.2542372881355932,0.18055555555555555,0,1,0
207,0.730909090909091,0.6785714285714287,0.423728813559322,0.20833333333333334,0,1,0
208,0.47636363636363643,0.41666666666666685,0.3220338983050847,0.1527777777777778,0,1,0
209,0.6254545454545453,0.8095238095238093,0.5254237288135594,0.375,0,1,0
210,0.6581818181818182,0.6785714285714287,0.5084745762711864,0.3055555555555556,0,1,0
211,0.4909090909090909,0.7499999999999999,0.3728813559322034,0.22916666666666666,0,1,0
212,0.7199999999999999,0.7619047619047619,0.576271186440678,0.3472222222222222,0,1,0
213,0.5345454545454544,0.40476190476190477,0.288135593220339,0.2638888888888889,0,1,0
214,0.4945454545454546,0.4642857142857143,0.3898305084745763,0.2638888888888889,0,1,0
215,0.8618181818181817,0.7976190476190477,0.5932203389830508,0.3611111111111111,0,1,0
216,0.4145454545454545,0.5952380952380955,0.5084745762711864,0.19444444444444445,0,1,0
217,0.6363636363636364,0.6071428571428571,0.3559322033898305,0.2986111111111111,0,1,0
218,0.6799999999999998,0.7023809523809524,0.6440677966101694,0.3888888888888889,0,1,0
219,0.6581818181818182,0.6666666666666666,0.4406779661016949,0.2986111111111111,0,1,0
220,0.509090909090909,0.011904761904761862,0.6610169491525424,0.5,1,0,0
221,0.6509090909090909,0.38095238095238104,0.9830508474576272,0.8333333333333334,1,0,0
222,0.6036363636363636,0.11904761904761904,0.6440677966101694,0.4861111111111111,1,0,0
223,0.6509090909090909,0.24999999999999994,0.7796610169491526,0.8333333333333334,1,0,0
224,0.5636363636363636,0.1666666666666667,0.7288135593220338,0.75,1,0,0
225,0.5236363636363636,0.04761904761904766,0.6440677966101694,0.5138888888888888,1,0,0
226,0.48363636363636353,0.17857142857142858,0.6610169491525424,0.5833333333333334,1,0,0
227,0.530909090909091,0.26190476190476203,0.7966101694915254,0.6944444444444444,1,0,0
228,0.4072727272727271,0.035714285714285796,0.6271186440677966,0.4722222222222222,1,0,0
229,0.5345454545454544,0.2738095238095239,0.7288135593220338,0.6805555555555556,1,0,0
230,0.3199999999999999,0.07142857142857138,0.711864406779661,0.5416666666666666,1,0,0
231,0.6145454545454545,0.3571428571428573,0.7457627118644068,0.7916666666666666,1,0,0
232,0.48727272727272725,0.07142857142857138,0.711864406779661,0.5416666666666666,1,0,0
233,0.5927272727272727,0.17857142857142858,0.6949152542372882,0.875,1,0,0
234,0.498181818181818,0.17857142857142858,0.6440677966101694,0.4166666666666667,1,0,0
235,0.6254545454545453,0.3095238095238095,0.7627118644067796,0.875,1,0,0
236,0.35999999999999993,0.04761904761904766,0.6440677966101694,0.4027777777777778,1,0,0
237,0.6218181818181818,0.24999999999999994,0.8305084745762712,1.0,1,0,0
238,0.5127272727272728,0.1666666666666667,0.6271186440677966,0.5833333333333334,1,0,0
239,0.6036363636363636,0.23809523809523808,0.847457627118644,0.7361111111111112,1,0,0
240,0.6581818181818182,0.142857142857143,0.7796610169491526,0.8333333333333334,1,0,0
241,0.4727272727272727,0.1666666666666667,0.7288135593220338,0.6388888888888888,1,0,0
242,0.5236363636363636,0.1666666666666667,0.6949152542372882,0.4722222222222222,1,0,0
243,0.5163636363636362,0.32142857142857156,0.7288135593220338,0.6527777777777778,1,0,0
244,0.39272727272727265,0.0,0.7288135593220338,0.6388888888888888,1,0,0
245,0.509090909090909,0.23809523809523808,0.7288135593220338,0.6666666666666666,1,0,0
246,0.45090909090909087,0.142857142857143,0.7457627118644068,0.3888888888888889,1,0,0
247,0.5709090909090907,0.22619047619047622,0.7288135593220338,0.8194444444444444,1,0,0
248,0.5854545454545456,0.142857142857143,0.6440677966101694,0.5277777777777778,1,0,0
249,0.6509090909090909,0.26190476190476203,0.8135593220338984,0.7916666666666666,1,0,0
250,0.5527272727272726,0.26190476190476203,0.847457627118644,0.7083333333333334,1,0,0
251,0.38909090909090893,0.1309523809523809,0.6271186440677966,0.5555555555555556,1,0,0
252,0.4727272727272727,0.1666666666666667,0.5932203389830508,0.6527777777777778,1,0,0
253,1.0,0.4642857142857143,0.9830508474576272,0.9305555555555556,1,0,0
254,0.6181818181818182,0.2023809523809525,0.8135593220338984,0.6805555555555556,1,0,0
255,0.5927272727272727,0.38095238095238104,0.8135593220338984,0.75,1,0,0
256,0.38181818181818183,0.07142857142857138,0.6949152542372882,0.625,1,0,0
257,0.44727272727272716,0.5000000000000001,0.7966101694915254,0.7083333333333334,1,0,0
258,0.4327272727272727,0.05952380952380952,0.6101694915254238,0.4583333333333333,1,0,0
259,0.6036363636363636,0.3095238095238095,0.6101694915254238,0.7361111111111112,1,0,0
260,0.3854545454545455,0.07142857142857138,0.6101694915254238,0.3472222222222222,1,0,0
261,0.6363636363636364,0.3452380952380953,0.8983050847457628,0.8333333333333334,1,0,0
262,0.47999999999999987,0.07142857142857138,0.6440677966101694,0.4444444444444444,1,0,0
263,0.6363636363636364,0.22619047619047622,0.7457627118644068,0.5694444444444444,1,0,0
264,0.6690909090909091,0.3333333333333334,0.847457627118644,0.7916666666666666,1,0,0
265,0.41818181818181815,0.09523809523809532,0.7627118644067796,0.6111111111111112,1,0,0
266,0.48727272727272725,0.09523809523809532,0.6440677966101694,0.4166666666666667,1,0,0
267,0.6690909090909091,0.3333333333333334,0.8983050847457628,0.75,1,0,0
268,0.46545454545454534,0.023809523809523937,0.6949152542372882,0.6666666666666666,1,0,0
269,0.47636363636363643,0.32142857142857156,0.7288135593220338,0.7222222222222222,1,0,0
270,0.5272727272727272,0.1309523809523809,0.6440677966101694,0.5972222222222222,1,0,0
271,0.5963636363636363,0.11904761904761904,0.8135593220338984,0.7222222222222222,1,0,0
272,0.4727272727272727,0.15476190476190485,0.6440677966101694,0.4722222222222222,1,0,0
273,0.6545454545454545,0.22619047619047622,0.8983050847457628,0.6388888888888888,1,0,0
274,0.5236363636363636,0.15476190476190485,0.7627118644067796,0.6111111111111112,1,0,0
275,0.46909090909090906,0.2738095238095239,0.8135593220338984,0.6527777777777778,1,0,0
276,0.4254545454545453,0.09523809523809532,0.6101694915254238,0.4444444444444444,1,0,0
277,0.48727272727272725,0.22619047619047622,0.8135593220338984,0.6388888888888888,1,0,0
278,0.4036363636363637,0.1666666666666667,0.6101694915254238,0.4861111111111111,1,0,0
279,0.6654545454545453,0.26190476190476203,0.8813559322033898,0.7916666666666666,1,0,0
280,0.47999999999999987,0.08333333333333345,0.6101694915254238,0.4166666666666667,1,0,0
281,0.5127272727272728,0.21428571428571436,0.8305084745762712,0.7222222222222222,1,0,0
282,0.4945454545454546,0.09523809523809532,0.711864406779661,0.4722222222222222,1,0,0
283,0.8072727272727271,0.3095238095238095,1.0,0.8194444444444444,1,0,0
284,0.498181818181818,0.1309523809523809,0.7966101694915254,0.5555555555555556,1,0,0
285,0.6436363636363635,0.4404761904761906,0.9830508474576272,0.8333333333333334,1,0,0
286,0.5127272727272728,0.15476190476190485,0.711864406779661,0.5416666666666666,1,0,0
287,0.6327272727272727,0.369047619047619,0.9661016949152542,0.8611111111111112,1,0,0
288,0.4145454545454545,0.1309523809523809,0.8135593220338984,0.5555555555555556,1,0,0
289,0.6763636363636364,0.22619047619047622,0.864406779661017,0.7916666666666666,1,0,0
290,0.5672727272727274,0.22619047619047622,0.7457627118644068,0.5694444444444444,1,0,0
291,0.5199999999999999,0.2976190476190476,0.8305084745762712,0.6388888888888888,1,0,0
292,0.5854545454545456,0.2976190476190476,0.8305084745762712,0.6666666666666666,1,0,0
293,0.5236363636363636,0.2023809523809525,0.7627118644067796,0.6944444444444444,1,0,0
294,0.5199999999999999,0.22619047619047622,0.7457627118644068,0.5555555555555556,1,0,0
295,0.6,0.3452380952380953,0.9830508474576272,0.8611111111111112,1,0,0
296,0.5599999999999999,0.1309523809523809,0.6271186440677966,0.5277777777777778,1,0,0
297,0.6909090909090909,0.38095238095238104,0.8135593220338984,0.9166666666666666,1,0,0
298,0.47636363636363643,0.08333333333333345,0.7288135593220338,0.5694444444444444,1,0,0
299,0.47636363636363643,0.39285714285714274,0.864406779661017,0.9027777777777778,1,0,0
300,0.6181818181818182,0.1666666666666667,0.6779661016949152,0.5347222222222222,1,0,0
301,0.7418181818181818,0.2976190476190476,0.8305084745762712,0.7638888888888888,1,0,0
302,0.5563636363636363,0.17857142857142858,0.6779661016949152,0.5625,1,0,0
303,0.6509090909090909,0.3333333333333334,0.8813559322033898,0.7361111111111112,1,0,0
304,0.46545454545454534,0.08333333333333345,0.6779661016949152,0.5694444444444444,1,0,0
305,0.6799999999999998,0.5000000000000001,0.9491525423728814,0.8055555555555556,1,0,0
306,0.4109090909090908,0.15476190476190485,0.7796610169491526,0.5277777777777778,1,0,0
307,0.698181818181818,0.1309523809523809,0.7796610169491526,0.7222222222222222,1,0,0
308,0.5599999999999999,0.10714285714285718,0.6779661016949152,0.6041666666666666,1,0,0
309,0.7272727272727273,0.4642857142857143,0.9830508474576272,0.7916666666666666,1,0,0
310,0.5599999999999999,0.22619047619047622,0.7796610169491526,0.625,1,0,0
311,0.730909090909091,0.4761904761904764,0.9491525423728814,0.75,1,0,0
312,0.48727272727272725,0.1666666666666667,0.6779661016949152,0.5694444444444444,1,0,0
313,0.6327272727272727,0.3571428571428573,0.8813559322033898,0.8194444444444444,1,0,0
314,0.45090909090909087,0.19047619047619044,0.711864406779661,0.5972222222222222,1,0,0
315,0.6799999999999998,0.3095238095238095,0.9152542372881356,0.6944444444444444,1,0,0
316,0.629090909090909,0.32142857142857156,0.7457627118644068,0.6180555555555556,1,0,0
317,0.5381818181818181,0.17857142857142858,0.847457627118644,0.6041666666666666,1,0,0
318,0.5927272727272727,0.15476190476190485,0.5254237288135594,0.5347222222222222,1,0,0
319,0.6909090909090909,0.40476190476190477,0.8983050847457628,0.7083333333333334,1,0,0
320,0.5963636363636363,0.22619047619047622,0.7966101694915254,0.5972222222222222,1,0,0
321,0.8654545454545454,0.4642857142857143,0.9491525423728814,0.8055555555555556,1,0,0
